price,cost,sales,ProfitMargin,inventory,DiscountPercentage,DeliveryDays,category,material,color,location,season,StoreType,brand,revenue
328.2,260.3,2,20.7,75,9.3,8,Desk,Wood,Red,Urban,Winter,Online,BrandC,-8425
216,160.4,43,25.7,157,8.8,7,Table,Wood,Black,Suburban,Summer,Retail,BrandD,-1579.3
258.1,198.6,14,23.1,19,24,4,Chair,Fabric,Blue,Suburban,Spring,Retail,BrandA,-312.8
386.4,205.7,22,46.8,164,23.5,2,Sofa,Glass,Red,Suburban,Winter,Retail,BrandD,12837.5
66.5,58.6,31,11.9,130,10.6,2,Desk,Fabric,Green,Rural,Summer,Online,BrandD,-646.8
163.6,136.7,23,16.5,72,9,4,Desk,Metal,Blue,Urban,Spring,Retail,BrandC,43.1
371,305,48,17.8,121,16.8,6,Bed,Metal,Black,Rural,Fall,Online,BrandD,18315.7
452.8,375.5,20,17.1,40,0.3,3,Desk,Glass,Brown,Suburban,Summer,Online,BrandC,4726.5
280.3,244.7,38,12.7,166,2.5,6,Table,Metal,Brown,Rural,Fall,Online,BrandA,19588.4
289.5,207.7,4,28.2,153,3.8,5,Sofa,Wood,Blue,Urban,Summer,Retail,BrandB,-194.4
98.2,57,15,42,129,5.6,5,Bed,Metal,Blue,Urban,Spring,Retail,BrandB,6044.9
251.3,187.7,24,25.3,22,15.4,2,Sofa,Plastic,Red,Suburban,Winter,Retail,BrandB,4105.2
289.7,230.9,25,20.3,22,29.8,8,Sofa,Glass,White,Suburban,Winter,Retail,BrandB,5209.1
159.1,126.5,1,20.5,143,19.6,5,Table,Glass,Brown,Rural,Winter,Online,BrandB,5763.4
171.2,121.3,7,29.1,8,1.8,2,Desk,Glass,White,Urban,Winter,Retail,BrandB,2322.8
219.8,115.9,31,47.3,12,15.8,7,Table,Plastic,Brown,Urban,Summer,Online,BrandD,13207.8
59,38.3,12,35.2,155,14.9,9,Desk,Fabric,Blue,Rural,Winter,Online,BrandD,-3313.6
194.9,169.3,42,13.2,154,4.3,9,Bed,Wood,Black,Urban,Winter,Retail,BrandB,1338.1
145.2,106.5,5,26.6,50,27.6,1,Table,Glass,Black,Suburban,Summer,Retail,BrandA,-8221.2
197.4,141.2,44,28.5,63,13.2,7,Table,Metal,Brown,Suburban,Summer,Online,BrandA,13810.9
103.9,63.1,42,39.3,51,29.8,9,Chair,Wood,Brown,Rural,Spring,Online,BrandD,7569.5
450.7,291.8,38,35.3,37,12.6,6,Table,Metal,Red,Rural,Summer,Retail,BrandD,13641.3
317.1,272.1,12,14.2,99,18.2,1,Chair,Wood,Blue,Rural,Fall,Retail,BrandB,4605.1
355.6,272.6,39,23.3,192,3.1,2,Desk,Wood,Blue,Suburban,Spring,Retail,BrandA,18779.6
405.1,330.2,18,18.5,145,13.6,4,Desk,Metal,White,Rural,Spring,Online,BrandC,5347.4
274.3,187,2,31.8,190,7.2,4,Desk,Metal,Red,Urban,Winter,Online,BrandB,-8291
89.1,67,10,24.8,50,25.1,2,Chair,Wood,Green,Rural,Winter,Retail,BrandD,-8068.8
291.7,174.8,15,40.1,136,23.5,8,Desk,Glass,Black,Urban,Fall,Online,BrandD,-2126.9
314.1,245.7,30,21.8,140,24.7,2,Sofa,Metal,Black,Suburban,Winter,Online,BrandD,7603.7
385.5,258.7,44,32.9,167,21.7,3,Table,Plastic,Blue,Urban,Summer,Online,BrandC,8569.9
244.3,165.4,17,32.3,54,25,4,Chair,Plastic,Red,Urban,Summer,Online,BrandA,8282.4
107.4,81.6,4,24,108,6,9,Desk,Wood,Green,Urban,Winter,Retail,BrandD,-5964.2
177.7,155.4,7,12.6,170,13.6,1,Sofa,Fabric,Black,Suburban,Winter,Online,BrandB,-2392.1
213.4,112.2,41,47.4,43,20.8,8,Table,Wood,Red,Urban,Summer,Retail,BrandC,-2173.8
340.7,282.7,31,17,109,19.1,5,Table,Wood,Green,Urban,Spring,Retail,BrandA,6315.2
306.9,189.3,39,38.3,195,21.5,7,Desk,Glass,Brown,Rural,Fall,Online,BrandB,9431
210.2,142.5,34,32.2,160,6.7,8,Sofa,Glass,Blue,Rural,Fall,Retail,BrandB,12056.2
493.9,251.3,6,49.1,151,3,5,Chair,Fabric,White,Rural,Spring,Retail,BrandC,3476
322.6,200.2,38,38,163,27.5,8,Desk,Fabric,Black,Urban,Fall,Retail,BrandC,12591.6
156.8,109.9,45,29.9,127,16.8,8,Table,Fabric,Black,Urban,Winter,Online,BrandC,10894
95.8,50.1,34,47.8,104,4.6,9,Table,Fabric,Green,Suburban,Winter,Retail,BrandD,5068.3
118.8,82.7,44,30.4,9,23.8,2,Table,Fabric,White,Urban,Winter,Online,BrandA,-500.5
160.7,139.9,15,12.9,99,27.5,3,Desk,Wood,Brown,Urban,Fall,Retail,BrandD,3771.7
122.3,66.3,14,45.8,147,5.1,1,Bed,Wood,Red,Suburban,Spring,Retail,BrandC,9064.2
134,107.9,6,19.4,108,24.5,4,Bed,Plastic,Blue,Urban,Winter,Retail,BrandC,-968.1
178.3,118.4,37,33.6,107,28,5,Bed,Plastic,Red,Suburban,Spring,Retail,BrandC,7523.2
128,97.6,32,23.8,139,28.2,1,Sofa,Metal,Green,Suburban,Summer,Online,BrandD,5587.5
453.5,274,3,39.6,189,27.4,8,Desk,Wood,Black,Rural,Summer,Retail,BrandB,-857.4
86.1,48.6,3,43.6,145,16.4,2,Table,Fabric,Brown,Urban,Summer,Retail,BrandC,4902.6
286,161.4,22,43.6,93,10.7,1,Sofa,Metal,Black,Rural,Fall,Retail,BrandD,3696.8
234.7,124,22,47.2,62,0.2,2,Bed,Glass,Red,Urban,Fall,Online,BrandC,7416.9
492.1,282.6,10,42.6,83,1.8,5,Chair,Wood,Brown,Rural,Winter,Online,BrandD,3633.9
100.4,76.9,3,23.4,24,12.9,9,Sofa,Plastic,Blue,Suburban,Summer,Retail,BrandA,480.6
229,195.3,12,14.7,11,12,9,Sofa,Wood,Green,Suburban,Spring,Retail,BrandA,7087
486.3,401.5,29,17.4,148,5.5,2,Desk,Wood,Blue,Suburban,Fall,Retail,BrandD,3585.3
439.5,340.2,48,22.6,24,11.9,2,Sofa,Wood,Green,Suburban,Spring,Retail,BrandC,21677.2
417.7,227.3,17,45.6,10,5.2,3,Desk,Wood,Blue,Urban,Spring,Online,BrandD,10264.4
166.1,102.2,7,38.4,63,25.5,7,Chair,Glass,Red,Urban,Winter,Online,BrandA,-2008.1
126.9,79.2,13,37.6,125,9,3,Table,Plastic,White,Rural,Winter,Online,BrandD,1345.3
350.9,210.5,2,40,49,18,1,Table,Wood,Brown,Urban,Spring,Retail,BrandA,-4305.3
468.2,330.6,4,29.4,189,15.1,6,Bed,Glass,Green,Urban,Spring,Retail,BrandA,-2404.7
300.5,214.7,10,28.6,88,1.6,3,Bed,Metal,Red,Rural,Spring,Retail,BrandB,4313.4
307.2,197.5,39,35.7,98,28.3,1,Chair,Wood,Black,Suburban,Spring,Retail,BrandC,21720.6
176,112.9,24,35.9,115,15.8,4,Table,Glass,Black,Rural,Summer,Online,BrandD,6875.5
396.3,329.5,17,16.9,95,9.8,1,Bed,Fabric,Blue,Rural,Spring,Online,BrandC,1838.1
134.2,109.4,6,18.4,176,4.7,1,Sofa,Metal,Black,Suburban,Fall,Online,BrandC,4645.8
195.7,121.9,19,37.7,13,10.2,2,Desk,Plastic,White,Rural,Winter,Retail,BrandA,6244.4
241.5,209,5,13.5,0,0.6,8,Bed,Wood,Green,Rural,Fall,Retail,BrandA,-7434.5
278.4,245.3,32,11.9,24,10.9,2,Chair,Wood,Blue,Rural,Winter,Retail,BrandD,6358.4
159.1,100.3,10,36.9,186,15.9,2,Table,Glass,Green,Urban,Winter,Retail,BrandD,624.5
101.7,65.3,9,35.8,71,26.2,8,Chair,Plastic,Green,Suburban,Winter,Retail,BrandD,1266.1
324.8,228.1,27,29.8,68,20.6,6,Desk,Fabric,Red,Suburban,Fall,Online,BrandA,6803.2
179.9,157.7,13,12.4,132,3.4,4,Desk,Metal,Black,Rural,Winter,Retail,BrandB,2999
311.6,265,19,15,104,4.4,3,Chair,Plastic,Brown,Urban,Spring,Retail,BrandD,981.5
119.5,64.6,21,45.9,146,12.8,1,Bed,Wood,Green,Suburban,Spring,Online,BrandA,560.9
266.5,175.1,24,34.3,22,5.9,3,Bed,Glass,White,Suburban,Summer,Online,BrandB,4691.8
289.7,209,38,27.9,8,0.8,9,Table,Fabric,White,Rural,Summer,Retail,BrandC,16715.1
73.3,51.4,4,29.9,117,24.2,5,Table,Glass,Brown,Rural,Summer,Online,BrandA,-3265
201.5,116.4,24,42.3,93,0.6,6,Sofa,Metal,Black,Rural,Spring,Retail,BrandD,3584.6
110.5,93.2,35,15.7,177,24.9,5,Sofa,Plastic,Black,Suburban,Fall,Retail,BrandD,1123.3
78.5,60.5,3,22.9,143,4.3,1,Table,Glass,Blue,Rural,Summer,Online,BrandB,8162.3
495.5,413.8,4,16.5,32,29.2,1,Sofa,Glass,Blue,Rural,Spring,Retail,BrandB,4728.2
195.1,164.5,37,15.7,129,18.1,4,Chair,Wood,Blue,Rural,Winter,Retail,BrandA,1241.2
414.4,331.3,40,20.1,13,22.1,3,Bed,Glass,Black,Urban,Fall,Retail,BrandB,14909.7
164.6,111.2,48,32.4,0,3.3,8,Sofa,Fabric,Green,Rural,Fall,Online,BrandA,2580.3
356.7,265.5,35,25.6,89,25.9,7,Sofa,Plastic,Red,Suburban,Spring,Online,BrandB,10557.9
392.1,221.2,31,43.6,185,25.2,7,Chair,Metal,Brown,Rural,Spring,Online,BrandC,15925.2
318,244.7,44,23.1,88,19.6,8,Desk,Glass,Brown,Suburban,Winter,Online,BrandD,1470.7
262.2,149.9,25,42.8,143,15.1,7,Table,Fabric,Brown,Urban,Winter,Retail,BrandD,526.4
235.3,183,40,22.2,89,21.6,2,Chair,Metal,Blue,Urban,Winter,Online,BrandC,8154.9
207,122.5,13,40.8,174,0.2,4,Desk,Fabric,Red,Rural,Fall,Retail,BrandD,706.1
468.3,256.2,4,45.3,171,17.8,6,Chair,Glass,White,Suburban,Fall,Online,BrandD,2609.9
423.8,239.9,46,43.4,13,25.4,3,Bed,Glass,Black,Rural,Summer,Online,BrandD,14121.4
484.3,242.5,14,49.9,151,10.7,3,Chair,Plastic,White,Rural,Summer,Retail,BrandD,-2350.2
105.9,83.4,13,21.3,110,3.3,6,Chair,Wood,Blue,Suburban,Summer,Online,BrandC,4442.3
378.9,300.5,27,20.7,182,12.6,1,Bed,Fabric,Green,Suburban,Fall,Online,BrandA,2264.2
472.3,333.4,6,29.4,142,21.8,1,Table,Wood,Blue,Suburban,Winter,Retail,BrandD,3243
131.6,74.3,17,43.6,82,3.2,5,Desk,Wood,Red,Suburban,Summer,Online,BrandC,-108.1
79.9,42.6,36,46.7,71,6.2,1,Sofa,Metal,Blue,Suburban,Winter,Retail,BrandD,14704.7
383.5,194.7,40,49.2,161,4.4,8,Table,Metal,Brown,Urban,Winter,Online,BrandC,14056.7
308.5,174.7,49,43.4,129,23.9,2,Chair,Fabric,Green,Urban,Winter,Retail,BrandC,13257.9
428.8,367.2,35,14.4,26,1.9,6,Sofa,Wood,Green,Urban,Summer,Online,BrandA,17495.5
112.9,67.4,17,40.3,73,20.6,5,Bed,Plastic,Black,Suburban,Summer,Retail,BrandB,3212.1
407.9,261.7,41,35.8,98,11,4,Table,Wood,Black,Suburban,Winter,Online,BrandA,14750.8
140.7,76.3,2,45.8,71,22.7,1,Desk,Metal,Brown,Suburban,Summer,Retail,BrandA,-4735.2
123.7,72.8,13,41.1,22,28.9,3,Table,Wood,Green,Rural,Spring,Online,BrandD,583.3
123.9,87.7,2,29.2,67,3.4,4,Table,Glass,Brown,Urban,Summer,Online,BrandC,-9090.1
416.6,309.6,28,25.7,141,9.4,2,Sofa,Glass,Green,Urban,Winter,Online,BrandB,13001.4
349.3,209,43,40.2,190,24.3,2,Bed,Plastic,Red,Rural,Winter,Retail,BrandC,25973.2
285.4,149.3,26,47.7,116,8,2,Bed,Fabric,Blue,Rural,Fall,Retail,BrandD,7710.9
211.5,138.8,22,34.4,105,6.5,1,Table,Wood,Black,Urban,Fall,Online,BrandC,6049.7
444.7,264,47,40.6,92,24.8,2,Bed,Glass,Red,Suburban,Winter,Online,BrandD,7967.4
226.6,133.2,43,41.2,64,29.6,6,Sofa,Fabric,Blue,Urban,Spring,Online,BrandA,2778.6
417.5,369,3,11.6,67,16.7,3,Sofa,Glass,Black,Suburban,Fall,Online,BrandA,5517.4
247.6,184.9,35,25.4,127,8.3,5,Desk,Fabric,Brown,Urban,Winter,Online,BrandD,707.1
219.6,158.7,12,27.7,62,12,1,Bed,Fabric,Red,Urban,Fall,Online,BrandA,-1319.5
258.2,172.1,24,33.4,112,5.1,8,Desk,Glass,White,Rural,Fall,Online,BrandC,8720
185.6,124.7,5,32.8,89,22.9,4,Chair,Metal,White,Rural,Winter,Online,BrandB,4761.5
386.4,276.8,20,28.4,80,23.2,9,Sofa,Fabric,Black,Suburban,Summer,Online,BrandB,5389.8
276.2,215.1,39,22.1,102,26.3,4,Table,Wood,Red,Suburban,Spring,Online,BrandC,8558
154.5,120.6,39,21.9,191,0.8,2,Sofa,Glass,Blue,Urban,Summer,Retail,BrandB,6579.1
454.8,258.6,13,43.1,159,16.9,3,Chair,Metal,Blue,Rural,Winter,Retail,BrandC,-1251.2
222.8,155.9,41,30,115,6.4,5,Table,Glass,Red,Suburban,Winter,Online,BrandD,8179.1
294.6,195.8,45,33.5,12,10.2,6,Bed,Plastic,White,Suburban,Spring,Online,BrandB,13110.7
457.9,388.4,12,15.2,193,23.6,7,Bed,Wood,Red,Suburban,Winter,Online,BrandD,3758.9
330.9,249,13,24.7,123,5.8,4,Sofa,Plastic,White,Urban,Fall,Retail,BrandD,-5573.8
102.6,73.2,10,28.7,146,19.2,7,Table,Fabric,White,Suburban,Spring,Retail,BrandC,8507.8
472.9,258.3,33,45.4,151,19.6,3,Table,Fabric,Brown,Suburban,Summer,Online,BrandB,7075
332.5,246.8,40,25.8,87,28.6,7,Desk,Plastic,Brown,Rural,Spring,Online,BrandA,9852.9
200.7,109.8,16,45.3,10,23.3,4,Chair,Plastic,Blue,Rural,Summer,Online,BrandA,4073.5
112.7,71.5,45,36.5,186,24.1,8,Bed,Fabric,Black,Rural,Winter,Retail,BrandA,1573.8
407.3,226.9,35,44.3,14,16,9,Sofa,Metal,Green,Urban,Summer,Retail,BrandA,13204.9
329,255.6,3,22.3,9,5.6,7,Table,Wood,Red,Rural,Summer,Retail,BrandC,-2944.6
290.1,169,5,41.8,40,12.8,8,Bed,Glass,White,Rural,Summer,Retail,BrandD,12000.6
452.3,297,26,34.3,154,16.5,8,Sofa,Plastic,Red,Rural,Spring,Online,BrandB,8517.7
404.9,347.5,11,14.2,187,20.4,2,Bed,Wood,Black,Rural,Fall,Online,BrandC,8042.2
118.3,68.8,7,41.8,72,18.2,9,Sofa,Glass,Black,Suburban,Summer,Online,BrandA,-4786.3
190.3,133.8,10,29.7,51,11.8,6,Bed,Glass,Green,Urban,Spring,Online,BrandB,5284.3
161.8,108.1,42,33.2,127,8,4,Desk,Plastic,Green,Suburban,Spring,Online,BrandC,2669.5
384.8,195.2,34,49.3,27,5.1,5,Chair,Metal,White,Suburban,Fall,Retail,BrandD,5456.4
65.1,53.2,3,18.3,64,20.8,5,Bed,Metal,Brown,Urban,Spring,Online,BrandA,-5170.8
306.5,161.7,8,47.2,16,19.4,7,Chair,Wood,Green,Suburban,Winter,Online,BrandB,-2262.6
393.1,271.1,31,31,94,20.6,9,Bed,Wood,Brown,Rural,Winter,Retail,BrandB,10230.6
444.5,322,11,27.6,171,11.2,7,Table,Fabric,Brown,Urban,Winter,Online,BrandA,18722.4
203.9,153.2,45,24.9,137,7.9,9,Desk,Metal,White,Suburban,Fall,Online,BrandD,22133.1
419.6,325.4,7,22.5,62,22.8,4,Desk,Wood,Blue,Suburban,Spring,Online,BrandA,658.3
99.8,60,45,39.9,174,23.2,4,Chair,Fabric,Brown,Rural,Winter,Retail,BrandD,8245.2
430.9,217.2,2,49.6,37,13.7,6,Table,Glass,White,Suburban,Summer,Online,BrandB,-5524.9
107.4,84.8,6,21.1,69,18.4,8,Sofa,Wood,Green,Suburban,Spring,Retail,BrandA,-9994.4
228.8,163.4,41,28.6,103,11.2,9,Desk,Fabric,Red,Suburban,Winter,Retail,BrandD,8481.8
408.8,341.1,32,16.6,52,21.1,1,Table,Metal,Green,Urban,Spring,Retail,BrandD,13057.8
117.5,97.3,20,17.1,171,25.1,1,Table,Glass,Black,Urban,Winter,Retail,BrandC,5676.5
153.2,128.3,34,16.3,118,20.7,8,Chair,Wood,Green,Suburban,Summer,Online,BrandD,9530.8
375,260.3,16,30.6,73,15.4,7,Table,Metal,Blue,Suburban,Spring,Retail,BrandA,3425.3
374,236.9,25,36.7,53,13.8,9,Table,Glass,White,Rural,Winter,Online,BrandA,8424
338.5,276.4,12,18.3,19,19.3,3,Sofa,Plastic,Brown,Urban,Winter,Retail,BrandD,7385.6
362.3,246.5,7,32,78,20.4,5,Chair,Metal,Black,Urban,Summer,Online,BrandA,7986.1
294.2,168.7,39,42.7,30,16.8,3,Chair,Plastic,White,Urban,Summer,Online,BrandB,5015.8
163.3,137.5,17,15.8,134,18.8,5,Table,Wood,White,Suburban,Winter,Online,BrandB,3309.2
205.6,175.4,45,14.7,57,2.9,1,Sofa,Fabric,Brown,Rural,Winter,Online,BrandA,12230.1
131.7,90.4,11,31.4,104,28.6,4,Bed,Wood,Green,Rural,Fall,Online,BrandD,1773
458.8,243.3,6,47,9,23.7,6,Desk,Metal,Red,Suburban,Fall,Online,BrandB,-1010.5
312.5,204.8,23,34.5,9,11.2,2,Chair,Plastic,Black,Suburban,Spring,Online,BrandD,6397.2
230.4,189.2,27,17.9,38,16.9,7,Sofa,Plastic,Brown,Rural,Spring,Online,BrandA,7818.7
257.9,222,46,13.9,155,1.4,8,Sofa,Glass,Blue,Rural,Fall,Online,BrandC,7891.8
476.3,276.9,6,41.9,157,1.2,1,Table,Wood,Blue,Urban,Winter,Online,BrandB,-3163.9
119,62.7,38,47.3,36,7.5,4,Desk,Wood,Red,Suburban,Summer,Retail,BrandA,14479.8
313.8,267,2,14.9,118,20.7,4,Chair,Metal,Red,Urban,Spring,Online,BrandB,1435.4
277.7,182.1,22,34.4,66,25.6,5,Bed,Plastic,Green,Rural,Winter,Online,BrandD,9238.5
325.2,233,20,28.3,42,16.8,4,Table,Metal,Blue,Urban,Summer,Online,BrandC,6459.6
58.2,51.6,25,11.3,51,16,9,Chair,Metal,Black,Rural,Summer,Retail,BrandC,6473.3
442.5,233,15,47.3,100,12.1,7,Chair,Plastic,Brown,Rural,Winter,Retail,BrandA,6231.7
469.5,356.5,49,24.1,55,4.9,2,Sofa,Metal,Red,Urban,Winter,Online,BrandB,24823.6
304.3,161.2,29,47,75,3.6,1,Desk,Plastic,Red,Suburban,Spring,Online,BrandC,2964
363.5,236.3,8,35,67,22.8,9,Bed,Metal,Red,Urban,Fall,Retail,BrandB,-6581.3
465.1,382.1,37,17.9,136,27.8,1,Desk,Fabric,Brown,Urban,Winter,Online,BrandD,10038.6
368.3,248,49,32.7,105,13.8,6,Sofa,Metal,Black,Suburban,Fall,Online,BrandD,8434.8
118.6,106.6,33,10.1,124,19.8,2,Bed,Metal,Blue,Suburban,Spring,Retail,BrandA,-7444.3
309.3,223.8,22,27.6,91,27.4,4,Bed,Fabric,Black,Urban,Fall,Retail,BrandC,6447.1
323,203,47,37.2,22,2.7,6,Table,Wood,Brown,Rural,Fall,Online,BrandC,5924.8
240.9,141.6,5,41.2,190,23.1,5,Bed,Plastic,Black,Urban,Summer,Online,BrandB,5673.4
381.4,244.2,39,36,108,18.5,6,Chair,Glass,Green,Rural,Spring,Online,BrandD,19328.1
470.5,305.3,18,35.1,60,18,3,Desk,Fabric,Brown,Suburban,Winter,Retail,BrandC,-267.4
466.5,246.1,38,47.3,167,8.8,5,Desk,Wood,Red,Suburban,Fall,Online,BrandA,17614.8
252.9,163.8,37,35.2,43,20.5,2,Table,Metal,Blue,Rural,Spring,Online,BrandA,16726.5
101,69.2,30,31.4,151,23.8,7,Bed,Wood,Green,Urban,Summer,Retail,BrandC,-53.4
493.2,389.2,31,21.1,178,3.4,3,Sofa,Fabric,Green,Suburban,Summer,Online,BrandA,17825.1
427.5,326.1,10,23.7,185,16,1,Chair,Metal,Brown,Rural,Fall,Online,BrandC,15555.3
106.1,83.1,15,21.7,160,3,8,Table,Wood,White,Rural,Fall,Online,BrandC,-6842.6
464.4,233.7,42,49.7,15,26.2,8,Bed,Glass,Red,Urban,Winter,Online,BrandC,9301.9
441.5,259.2,48,41.3,21,15.2,3,Sofa,Plastic,Blue,Rural,Spring,Retail,BrandC,20783.2
283.5,216.8,44,23.5,56,24.2,7,Bed,Plastic,Blue,Rural,Winter,Retail,BrandB,20311.9
316.1,219.2,18,30.6,61,11,9,Table,Fabric,Blue,Urban,Winter,Retail,BrandC,1505
229.6,115.3,23,49.8,106,3.8,8,Sofa,Metal,Brown,Suburban,Summer,Online,BrandA,17260.2
74.6,61.3,33,17.8,70,1.2,3,Sofa,Metal,Red,Suburban,Spring,Online,BrandD,3092.3
200.8,162.5,16,19.1,89,8.5,2,Sofa,Plastic,Brown,Suburban,Winter,Online,BrandB,-6894.2
411.3,295.9,38,28.1,71,7.3,7,Sofa,Wood,Blue,Rural,Summer,Online,BrandD,22436.1
52.1,27.4,35,47.3,69,16.8,7,Bed,Metal,Black,Rural,Fall,Retail,BrandD,-801.6
200.1,161.4,34,19.3,29,0.7,9,Sofa,Glass,Black,Urban,Winter,Online,BrandD,9000.8
229.2,168.1,28,26.7,102,15.6,5,Bed,Glass,Red,Rural,Fall,Online,BrandD,-2881.1
291.8,237.2,2,18.7,150,11.8,4,Sofa,Metal,Blue,Rural,Spring,Online,BrandD,-3251.2
463.9,371.5,30,19.9,31,17.3,8,Sofa,Metal,Brown,Suburban,Winter,Retail,BrandA,4024
205.9,169.1,13,17.9,85,21.1,4,Table,Plastic,White,Rural,Fall,Online,BrandC,-5902.8
206.1,145.8,41,29.3,56,19,4,Bed,Fabric,White,Rural,Fall,Online,BrandA,7333.8
381.9,212.4,16,44.4,108,29.5,2,Bed,Plastic,White,Rural,Spring,Online,BrandB,7139
253.5,194.8,5,23.2,8,4.2,1,Desk,Fabric,Black,Urban,Summer,Online,BrandA,-1518.9
151.1,113,28,25.2,30,12.9,4,Table,Glass,Brown,Rural,Summer,Online,BrandB,-3501.1
253.6,202.1,39,20.3,70,12.7,7,Bed,Fabric,White,Urban,Winter,Retail,BrandC,2249.3
113.4,64.4,45,43.2,136,12.5,9,Table,Plastic,Blue,Suburban,Fall,Online,BrandD,6322.1
129.4,74.8,20,42.2,12,19.9,9,Table,Metal,Blue,Rural,Summer,Online,BrandC,2625.7
274.3,234.8,24,14.4,185,14.7,1,Table,Fabric,White,Urban,Winter,Online,BrandA,7555.5
238.5,190.8,27,20,130,15.5,5,Chair,Plastic,Green,Suburban,Fall,Online,BrandA,13232.3
461.7,398.6,30,13.7,34,13,7,Bed,Glass,White,Rural,Winter,Online,BrandC,14930.7
213.1,171.2,45,19.7,20,29.8,7,Table,Fabric,Green,Urban,Spring,Retail,BrandC,8781
311.3,230,27,26.1,63,27.8,6,Chair,Glass,Red,Urban,Winter,Online,BrandA,17909.1
334.5,254.8,26,23.8,94,9.2,4,Chair,Glass,Red,Suburban,Spring,Retail,BrandC,6520.6
55.9,47.8,7,14.4,179,3.4,3,Sofa,Wood,Blue,Rural,Fall,Retail,BrandB,12296.5
348.6,255,42,26.9,33,25.2,9,Sofa,Fabric,Brown,Rural,Fall,Online,BrandB,18071.8
130.1,98,47,24.7,120,29.9,4,Bed,Plastic,Black,Rural,Fall,Online,BrandA,2796.4
482.5,271.4,38,43.7,162,8.8,8,Sofa,Fabric,Brown,Urban,Winter,Retail,BrandA,20749.1
116.9,80.6,5,31,14,10.7,1,Bed,Fabric,Blue,Rural,Fall,Online,BrandC,-554.3
236.6,186.1,23,21.3,119,28.3,7,Chair,Glass,Blue,Urban,Fall,Retail,BrandC,-3277.8
88.4,53.8,28,39.2,95,21.3,6,Chair,Glass,Brown,Urban,Spring,Retail,BrandD,1907.1
498.6,289.6,34,41.9,5,8.9,1,Bed,Glass,Black,Suburban,Fall,Online,BrandB,8113
276,172.6,15,37.5,108,17.4,4,Sofa,Glass,Blue,Urban,Fall,Online,BrandA,4583
317.9,189.7,32,40.3,96,28.3,5,Sofa,Plastic,Black,Suburban,Fall,Retail,BrandA,11294.1
80.2,47,26,41.4,31,24.4,8,Bed,Metal,Blue,Suburban,Summer,Online,BrandA,492.5
387.5,259.6,48,33,179,22.3,4,Desk,Wood,Red,Rural,Fall,Retail,BrandA,15614.7
144.5,124.7,31,13.7,82,22.1,3,Sofa,Glass,Green,Suburban,Winter,Retail,BrandD,4560
454.1,319.2,19,29.7,155,5.3,2,Table,Glass,Blue,Rural,Spring,Online,BrandB,12389.3
142.3,81.9,9,42.5,117,24.7,4,Sofa,Wood,Green,Suburban,Fall,Retail,BrandD,1411.3
135.8,72.1,29,46.9,191,8.3,4,Desk,Glass,White,Urban,Winter,Retail,BrandB,2038.6
66.5,51.7,39,22.2,78,27.9,5,Chair,Metal,Blue,Rural,Spring,Retail,BrandA,5862.9
262.4,171.4,4,34.7,77,10.9,7,Chair,Fabric,Red,Urban,Spring,Retail,BrandB,1727.7
304.2,252.1,3,17.1,146,25.7,9,Chair,Wood,Black,Rural,Winter,Retail,BrandA,-10000
79.6,60.8,29,23.6,106,8,2,Sofa,Plastic,Red,Urban,Winter,Retail,BrandD,371.8
399,326.6,11,18.2,125,15.4,5,Chair,Wood,Green,Suburban,Summer,Online,BrandB,1125.6
254,154.6,33,39.1,14,3.2,9,Desk,Metal,Black,Rural,Summer,Retail,BrandC,8849.9
286,222.2,38,22.3,133,19.8,3,Desk,Plastic,Red,Rural,Fall,Retail,BrandB,8915
248.3,150.4,11,39.4,72,25.1,1,Sofa,Fabric,Red,Rural,Summer,Online,BrandA,-7705.2
230.3,201.7,27,12.4,100,21.6,2,Table,Glass,Red,Suburban,Winter,Online,BrandC,-2579.8
301.8,227.8,33,24.6,97,15.7,6,Sofa,Wood,Brown,Urban,Summer,Online,BrandA,3632.8
119.9,75.5,21,37,165,1.4,5,Chair,Plastic,Black,Suburban,Spring,Retail,BrandC,2805.2
131.9,80.2,39,39.2,25,28,1,Sofa,Wood,Red,Suburban,Winter,Online,BrandC,9071.9
437.8,252.3,31,42.4,91,21.2,1,Desk,Fabric,Red,Suburban,Fall,Retail,BrandB,2681.2
475.8,370.1,38,22.2,124,22.4,4,Sofa,Wood,Green,Urban,Spring,Retail,BrandB,10672.8
218,128.1,46,41.3,178,23.8,4,Sofa,Plastic,Red,Suburban,Spring,Retail,BrandC,7394.5
171.8,126.8,2,26.2,72,22.4,6,Table,Metal,Red,Rural,Spring,Retail,BrandC,-4390.4
339.8,205.9,27,39.4,122,13.2,6,Desk,Plastic,White,Suburban,Winter,Online,BrandC,8397.4
233.9,178.9,36,23.5,52,22,6,Bed,Wood,Black,Urban,Winter,Retail,BrandA,9769.4
61.4,50.7,11,17.4,183,18.8,1,Bed,Fabric,White,Rural,Fall,Retail,BrandB,-3235.1
120.3,97.6,47,18.9,186,25.6,9,Desk,Glass,Brown,Urban,Summer,Retail,BrandA,5842.3
372.2,299.4,18,19.6,197,24.1,7,Bed,Glass,Green,Suburban,Summer,Retail,BrandB,4514
346.5,199.3,1,42.5,77,1.2,7,Chair,Fabric,White,Urban,Summer,Retail,BrandD,-5403.3
62.2,33.3,35,46.5,91,11.4,7,Bed,Wood,Brown,Rural,Summer,Retail,BrandA,1224.9
